二筛排名,代码,Yahoo代码,行业,二筛总分,优先级,异常惩罚,PE_TTM,距52周高点跌幅_%,营收5年CAGR_%,净利润5年CAGR_%,已在Watchlist,量化警示,52周高点,营收3年CAGR_%,净利润3年CAGR_%,经营现金流3年CAGR_%,应收账款3年CAGR_%,库存3年CAGR_%,毛利率_%,净利率_%,ROE_%,ROA_%,资产负债率_%,长期债务权益比,利息保障倍数,流动比率,总资产周转率,FCF净利润转化率,股数3年CAGR_%,经营现金流_原始值
104,03993,3993.HK,Basic Materials,38.8,C-暂缓,23.0,14.605818,25.48,6.13,49.66,否,利润增长显著快于营收；应收增速>营收；FCF/NI<70%,25.24,6.13,49.66,73.6,14.78,7.97,23.76,9.85,24.67,10.96,16.1,0.39,14.37,1.55,1.11,0.65,-0.32,32386655541.72
105,06655,6655.HK,Basic Materials,38.7,C-暂缓,8.0,8.440762,28.51,5.07,1.87,否,应收增速>营收,20.2,5.07,1.87,13.59,32.33,1.21,30.22,8.07,8.9,3.79,31.15,0.79,7.24,0.97,0.47,1.43,-0.28,6694037666.0
106,00590,0590.HK,Consumer Cyclical,38.5,C-暂缓,18.0,7.310345,26.26,12.83,16.77,否,经营现金流3Y为负；FCF/NI<70%,34.5,12.83,16.77,-74.12,20.36,18.19,36.68,11.89,13.63,10.23,21.49,0.32,30.33,2.67,0.86,-0.04,0.0,23240000.0
107,80291,80291.HK,,38.4,C-暂缓,0.0,18.190568,29.16,,,否,无,26.68,,,,,,nan,nan,nan,,,,,,,nan,,
108,01299,1299.HK,Financial Services,37.9,C-暂缓,10.0,15.802185,20.62,nan,23.23,否,经营现金流3Y为负,92.15,nan,23.23,-10.94,-5.85,,nan,15.74,14.42,1.92,4.25,0.34,12.27,,0.12,1.08,-3.74,6970000000.0
109,02378,2378.HK,Financial Services,37.8,C-暂缓,8.0,9.010519,17.3,nan,nan,否,FCF/NI<70%,131.2,nan,nan,31.48,-8.33,,nan,14.52,19.77,2.02,2.49,0.26,28.0,,0.14,0.59,-2.72,2450000000.0
110,00857,0857.HK,Energy,37.7,C-暂缓,0.0,9.580874,22.95,-4.01,1.88,否,无,12.22,-4.01,1.88,1.56,2.66,-3.54,21.59,5.49,9.92,5.64,12.51,0.22,13.87,1.1,1.03,0.76,0.0,412510000000.0
111,02921,2921.HK,,37.5,C-暂缓,0.0,17.466035,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
112,06936,6936.HK,Industrials,36.8,C-暂缓,10.0,13.357783,30.46,4.84,21.66,否,经营现金流3Y为负,47.14,4.84,21.66,-5.55,6.19,15.97,13.32,3.61,11.19,5.17,21.2,0.46,9.51,1.25,1.43,1.62,0.97,27555275000.0
113,01876,1876.HK,Consumer Defensive,36.6,C-暂缓,10.0,19.917164,28.85,-3.82,-18.79,否,经营现金流3Y为负,9.1,-3.82,-18.79,-15.51,-3.68,-11.09,50.09,8.48,4.77,3.31,1.88,0.03,44.23,0.99,0.39,1.32,-0.03,951000000.0
114,01836,1836.HK,Consumer Cyclical,36.4,C-暂缓,10.0,11.114866,18.77,-1.25,5.34,否,经营现金流3Y为负,17.37,-1.25,5.34,-6.74,-3.98,4.83,21.8,8.79,12.58,9.64,1.13,0.01,215.37,2.88,1.1,0.75,1.82,194736000.0
115,02688,2688.HK,Utilities,36.2,C-暂缓,8.0,7.615079,36.31,0.56,0.21,否,FCF/NI<70%,73.8,0.56,0.21,1.08,-5.39,-2.36,11.88,5.28,12.35,5.64,18.62,0.41,14.48,0.64,1.07,0.57,-0.56,10433000000.0
116,80883,80883.HK,,36.2,C-暂缓,0.0,7.44186,28.39,,,否,无,27.26,,,,,,nan,nan,nan,,,,,,,nan,,
117,01818,1818.HK,Basic Materials,35.8,C-暂缓,25.0,18.264969,44.85,18.97,250.49,否,利润增长显著快于营收；经营现金流3Y为负；FCF/NI<70%,42.36,18.97,250.49,-2.53,0.96,14.32,39.15,12.56,6.85,2.89,37.43,0.95,5.97,0.96,0.23,0.36,1.33,2597165000.0
118,02460,2460.HK,Consumer Defensive,35.7,C-暂缓,16.0,16.821844,36.25,-4.48,-0.15,否,应收增速>营收；FCF/NI<70%,12.04,-4.48,-0.15,21.38,6.96,-12.11,45.68,8.96,9.18,5.78,0.28,0.0,655.51,2.13,0.65,0.02,0.71,1511086000.0
119,00868,0868.HK,Basic Materials,35.6,C-暂缓,16.0,12.231654,24.41,-2.87,-15.53,否,经营现金流3Y为负；股数膨胀>2%,12.35,-2.87,-15.53,-3.65,-21.36,-2.69,31.12,13.1,7.41,5.7,10.09,0.13,24.7,1.36,0.44,1.43,2.49,5321500000.0
120,82318,82318.HK,,34.8,C-暂缓,0.0,6.712123,25.48,,,否,无,66.05,,,,,,nan,nan,nan,,,,,,,nan,,
121,06030,6030.HK,Financial Services,34.4,C-暂缓,10.0,10.674558,18.6,4.88,12.16,否,经营现金流3Y为负,32.9,4.88,12.16,-1.91,,,nan,40.46,9.4,1.59,13.91,0.91,,,0.04,2.41,0.0,74104321265.96
122,00189,0189.HK,Basic Materials,34.1,C-暂缓,18.0,12.024368,44.78,-10.51,-24.77,否,应收增速>营收；经营现金流3Y为负,23.74,-10.51,-24.77,-9.99,4.31,-19.99,30.81,11.44,11.42,7.38,0.14,0.0,1840.28,3.27,0.65,1.24,-8.39,3706493000.0
123,00291,0291.HK,Consumer Defensive,33.7,C-暂缓,8.0,19.077896,24.97,2.51,-8.11,否,应收增速>营收,29.4,2.51,-8.11,1.35,14.69,7.67,43.07,8.87,10.45,4.89,4.96,0.11,92.5,0.82,0.55,1.58,0.0,7127000000.0
124,01044,1044.HK,Consumer Defensive,33.6,C-暂缓,10.0,9.124955,21.16,0.66,9.61,否,经营现金流3Y为负,29.96,0.66,9.61,-5.25,-5.55,-0.6,33.84,10.99,11.65,6.11,36.5,0.72,12.05,1.15,0.56,0.86,-0.71,3241140000.0
125,00303,0303.HK,Technology,32.4,C-暂缓,18.0,12.586241,23.12,-3.29,-3.49,否,经营现金流3Y为负；FCF/NI<70%,67.9,-3.29,-3.49,-19.65,-2.4,-5.37,32.72,6.61,20.72,10.24,9.76,0.2,42.7,1.89,1.55,0.69,0.08,123900000.0
126,00135,0135.HK,Energy,31.6,C-暂缓,10.0,9.691736,21.23,4.1,0.75,否,经营现金流3Y为负,8.83,4.1,0.75,-5.8,9.16,-1.38,10.06,2.76,7.89,3.72,14.86,0.32,18.94,1.73,1.35,1.22,-0.0,12430000000.0
127,02580,2580.HK,Industrials,30.5,C-暂缓,26.0,6.25653,32.52,15.45,15.73,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,16.79,15.45,15.73,-10.33,33.07,31.29,18.84,7.44,22.44,8.04,4.97,0.16,51.6,1.12,1.08,0.48,0.0,2887051000.0
128,89618,89618.HK,,30.3,C-暂缓,0.0,23.97046,16.88,,,否,无,131.5,,,,,,nan,nan,nan,,,,,,,nan,,
129,02600,2600.HK,Basic Materials,30.0,C-暂缓,15.0,8.457671,45.95,-6.07,44.6,否,利润增长显著快于营收；应收增速>营收,15.55,-6.07,44.6,7.03,8.0,-0.94,18.03,5.26,16.92,5.72,28.01,0.85,12.03,1.36,1.09,1.96,-0.01,34092341000.0
130,00512,0512.HK,Healthcare,29.3,C-暂缓,26.0,14.418736,48.28,8.71,-15.81,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,9.88,8.71,-15.81,-3.62,18.07,3.45,55.2,10.1,7.29,4.76,17.38,0.28,10.2,1.14,0.47,0.1,-0.45,1649523000.0
131,02518,2518.HK,Communication Services,28.6,C-暂缓,18.0,16.868624,23.1,-2.4,-6.79,否,经营现金流3Y为负；FCF/NI<70%,58.0,-2.4,-6.79,-29.75,-7.59,,72.35,24.41,6.83,5.38,0.15,0.0,,6.0,0.22,0.49,-2.05,889462000.0
132,06886,6886.HK,Financial Services,28.3,C-暂缓,8.0,7.911146,23.56,1.74,14.02,否,FCF/NI<70%,21.94,1.74,14.02,nan,,,nan,50.49,7.92,1.73,28.16,1.47,,,0.03,-0.84,-0.18,-12601571386.35
133,00363,0363.HK,Industrials,27.9,C-暂缓,8.0,7.206674,17.29,-12.74,-4.43,否,应收增速>营收,16.19,-12.74,-4.43,155.6,18.47,-10.73,29.77,9.7,4.03,1.21,33.88,1.11,2.74,2.01,0.12,3.07,0.0,8787009000.0
134,00867,0867.HK,Healthcare,27.0,C-暂缓,18.0,16.777175,23.22,-3.54,-22.98,否,经营现金流3Y为负；FCF/NI<70%,15.63,-3.54,-22.98,-40.24,3.26,18.99,71.5,18.13,8.56,7.99,3.59,0.04,104.61,6.33,0.44,0.16,-0.17,758421000.0
135,00762,0762.HK,Communication Services,25.9,C-暂缓,18.0,8.85929,39.28,3.39,7.52,否,应收增速>营收；经营现金流3Y为负,10.68,3.39,7.52,-3.56,31.05,8.91,68.84,5.31,5.65,3.1,5.09,0.09,20.41,0.63,0.58,1.08,0.0,90175000000.0
136,00392,0392.HK,Industrials,25.8,C-暂缓,8.0,6.7929,17.62,3.19,-8.09,否,FCF/NI<70%,36.88,3.19,-8.09,12.94,-0.4,13.85,13.67,5.8,5.68,2.38,37.06,0.89,4.42,0.89,0.41,0.33,-0.06,7407674000.0
137,09899,9899.HK,Communication Services,25.3,C-暂缓,26.0,8.382819,57.92,-4.8,nan,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,298.0,-4.8,nan,-4.24,24.3,nan,35.69,35.42,21.35,18.29,0.04,0.0,10659.44,4.04,0.52,0.58,0.0,1618081000.0
138,02588,2588.HK,Industrials,24.8,C-暂缓,15.0,8.61826,17.56,4.01,239.83,否,利润增长显著快于营收；FCF/NI<70%,91.95,4.01,239.83,13.52,-43.63,,32.37,32.96,11.51,3.06,65.17,2.51,1.77,0.39,0.09,-1.65,0.0,2938049000.0
139,03360,3360.HK,Financial Services,23.9,C-暂缓,8.0,6.728567,23.59,4.69,-12.91,否,FCF/NI<70%,8.54,4.69,-12.91,nan,11.5,-5.17,41.86,10.32,7.95,1.09,73.78,5.43,6.37,1.12,0.11,0.4,-0.8,9965983000.0
140,00384,0384.HK,Utilities,23.9,C-暂缓,10.0,11.76,33.56,-7.16,-14.12,否,经营现金流3Y为负,8.85,-7.16,-14.12,-11.22,-1.5,-9.58,14.78,3.69,4.76,1.78,42.18,1.16,3.81,0.91,0.48,0.93,0.05,7017584000.0
141,00788,0788.HK,Communication Services,23.3,C-暂缓,18.0,11.964513,23.77,2.9,9.79,否,应收增速>营收；经营现金流3Y为负,12.85,2.9,9.79,-4.85,30.89,,93.9,11.58,5.7,3.47,26.88,0.44,7.28,1.29,0.3,2.2,-0.23,56116000000.0
142,01099,1099.HK,Healthcare,22.5,C-暂缓,10.0,6.485135,23.46,1.37,-5.67,否,经营现金流3Y为负,22.34,1.37,-5.67,-12.3,7.75,1.3,7.25,1.24,8.52,1.83,18.18,0.85,7.43,1.41,1.47,1.75,0.0,14138206000.0
143,01929,1929.HK,Consumer Cyclical,21.3,C-暂缓,26.0,13.627507,27.37,-0.1,18.7,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,16.95,-0.1,18.7,-49.23,13.01,2.43,32.31,9.54,29.07,11.09,31.06,0.86,15.78,1.68,1.16,0.08,-0.45,1317000000.0
144,02689,2689.HK,Basic Materials,20.9,C-暂缓,8.0,10.321731,19.86,-3.99,-52.13,否,FCF/NI<70%,9.97,-3.99,-52.13,nan,-2.04,-8.59,9.6,1.26,1.56,0.58,49.88,1.44,1.82,1.16,0.46,-18.13,0.0,-794199000.0
145,00551,0551.HK,Consumer Cyclical,19.2,C-暂缓,18.0,8.299967,27.7,-3.62,8.74,否,经营现金流3Y为负；FCF/NI<70%,19.1,-3.62,8.74,-13.32,-0.56,-5.31,22.76,4.74,8.25,5.11,12.95,0.21,9.8,2.12,1.08,0.69,-0.16,591240000.0
146,00358,0358.HK,Basic Materials,18.6,C-暂缓,16.0,14.560418,28.74,4.3,5.96,否,应收增速>营收；FCF/NI<70%,53.75,4.3,5.96,nan,14.08,21.45,4.4,1.31,8.77,3.46,34.46,0.93,5.08,1.26,2.65,-1.61,0.0,-6914101315.0
147,00636,0636.HK,Industrials,17.2,C-暂缓,18.0,7.346154,41.47,-11.88,-26.59,否,应收增速>营收；经营现金流3Y为负,9.79,-11.88,-26.59,-18.46,1.65,-10.29,10.46,2.51,7.99,3.27,26.33,0.65,5.65,1.41,1.3,1.61,0.0,2919112000.0
148,00659,0659.HK,Industrials,16.8,C-暂缓,18.0,14.77915,19.75,-7.89,8.24,否,应收增速>营收；经营现金流3Y为负,9.57,-7.89,8.24,-26.63,37.57,-67.1,14.9,9.62,5.87,1.64,19.75,0.71,3.96,0.4,0.17,0.77,0.83,2448700000.0
149,00916,0916.HK,Utilities,14.6,C-暂缓,18.0,9.361715,35.97,-8.79,-3.97,否,经营现金流3Y为负；FCF/NI<70%,8.66,-8.79,-3.97,-9.65,-1.03,-18.9,34.79,14.96,6.03,1.73,49.68,1.76,3.18,0.63,0.12,-0.46,-0.09,21832566099.33
150,00148,0148.HK,Industrials,13.6,C-暂缓,26.0,11.165953,70.79,-2.78,6.39,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,151.8,-2.78,6.39,-23.5,8.75,-9.51,17.47,9.7,6.81,4.37,21.95,0.35,8.1,1.85,0.45,0.19,-0.01,4738794000.0
151,02232,2232.HK,Consumer Cyclical,13.6,C-暂缓,26.0,10.882014,15.03,1.97,9.16,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,7.85,1.97,9.16,-8.62,22.92,4.7,19.9,8.51,13.97,10.12,1.63,0.02,23.32,2.34,1.19,0.54,0.0,266423000.0
152,00836,0836.HK,Utilities,12.8,C-暂缓,21.0,6.661912,15.7,-0.42,25.6,否,利润增长显著快于营收；FCF/NI<70%；股数膨胀>2%,22.16,-0.42,25.6,22.71,6.22,3.98,51.79,14.5,12.1,3.83,53.31,1.79,6.2,0.52,0.26,-0.17,2.48,44650887000.0
153,00763,0763.HK,Technology,12.2,C-暂缓,18.0,23.279326,46.32,2.88,-11.41,否,经营现金流3Y为负；FCF/NI<70%,46.46,2.88,-11.41,-19.73,6.87,1.3,30.25,4.2,7.45,2.64,30.31,0.87,2.68,1.76,0.63,0.0,0.33,3918746000.0
154,00152,0152.HK,Industrials,10.8,C-暂缓,18.0,6.255435,38.12,1.72,18.64,否,经营现金流3Y为负；FCF/NI<70%,9.3,1.72,18.64,-23.62,6.02,10.19,21.03,13.76,6.32,1.56,46.6,1.99,3.84,0.69,0.11,-2.44,0.77,4514865000.0
155,01898,1898.HK,Energy,9.0,C-暂缓,26.0,8.754072,29.46,-12.44,-7.4,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,15.24,-12.44,-7.4,-11.94,-4.17,-9.22,20.15,9.79,9.04,3.98,19.33,0.45,11.61,1.07,0.41,0.55,0.0,29791934000.0
156,00576,0576.HK,Industrials,6.5,C-暂缓,32.0,6.492234,22.43,8.82,0.93,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%；股数膨胀>2%,8.16,8.82,0.93,-18.66,34.75,43.34,34.3,26.95,10.57,2.09,36.38,2.12,7.33,1.32,0.08,0.47,8.73,4203482000.0
157,01171,1171.HK,Energy,3.7,C-暂缓,26.0,11.100744,29.28,-13.63,-35.66,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,17.42,-13.63,-35.66,-30.85,2.26,-7.88,29.34,6.22,8.97,2.08,29.48,1.33,5.5,0.84,0.34,0.11,1.32,19484794000.0
158,01772,1772.HK,Basic Materials,3.0,C-暂缓,26.0,18.818573,56.86,-17.97,-57.15,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,91.2,-17.97,-57.15,-38.22,-4.99,8.74,15.72,6.99,3.57,1.51,29.88,0.75,1.81,0.92,0.22,-2.78,1.3,2944844627.19
159,01866,1866.HK,Basic Materials,1.7,C-暂缓,26.0,11.124983,28.47,3.19,-11.09,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,12.98,3.19,-11.09,-8.32,15.15,4.84,15.02,3.68,9.56,2.62,43.07,1.71,4.3,0.62,0.71,-2.84,1.36,3376765000.0
